Job Id,Qualifications,Work Type,Company Size,Job Posting Date,Job Title,Benefits,skills,Company,Min salary,Max Salary,Min Experience,Max Experience
42047144035870,B.Tech,Temporary,23506,2021-11-17,HR Coordinator,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Training program coordination Training material development Learning management systems,NIO Inc.,63,103,4,11
1070811781830011,B.Com,Full-Time,56930,2021-11-27,Family Lawyer,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Mediation Conflict resolution Negotiation Communication skills Neutrality Problem-solving Legal knowledge Mediation techniques,Philip Morris International,56,94,4,9
2641756660470753,MCA,Intern,27677,2021-10-11,Marketing Director,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Digital marketing strategy Marketing analytics Team leadership Content marketing SEO and SEM proficiency,Arconic,59,110,5,10
1364015469966051,B.Com,Contract,97524,2021-10-27,Customer Success Manager,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Customer service Problem-solving Communication skills Ticketing system usage Product knowledge,"Wirecard AG (Now defunct, due to bankruptcy)",59,102,4,14
3025015072243846,MCA,Intern,116577,2022-09-28,Marketing Coordinator,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Market research and analysis Content creation and copywriting Social media management SEO and digital marketing Marketing automation tools proficiency,Cairn Energy,64,96,0,14
2098943823847121,M.Com,Part-Time,32479,2022-03-15,Software Engineer,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Automation and scripting (e.g., Python, Bash) Continuous Integration/Continuous Deployment (CI/CD) Containerization (e.g., Docker, Kubernetes) Infrastructure as Code (e.g., Terraform, Ansible) Cloud platforms (e.g., AWS, Azure, GCP) Monitoring and troubleshooting skills",Dow,57,86,2,10
2922474999030714,BA,Intern,106930,2022-08-20,Business Development Manager,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Partnership development Negotiation and collaboration Business development,Tullow Oil,61,103,5,14
2920579535630289,B.Tech,Contract,110419,2021-10-19,Family Nurse Practitioner,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Medical diagnosis Patient care Medical record-keeping Communication skills Empathy and compassion,Corning,61,108,4,13
2268093945135169,MCA,Intern,49339,2022-04-05,Front-End Developer,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Web design concepts Graphic design software (e.g., Adobe Creative Suite) HTML and CSS Responsive design User interface (UI) principles Visual communication Typography Color theory Creativity Attention to detail Collaboration",Bath & Body Works,64,123,3,15
2841429368357659,BCA,Contract,41992,2022-06-10,Social Worker,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Child welfare policies and regulations Child protective services Child development Crisis intervention Case management Cultural competence Interviewing and assessment skills Court procedures Documentation Empathy Communication skills,Disney+,58,80,5,13
46870474682409,BA,Part-Time,100308,2022-09-18,Procurement Specialist,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,Havells India,59,115,3,8
2692939696067240,BBA,Contract,38769,2023-02-24,Legal Advisor,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",In-house counsel Legal advisory Employment law Intellectual property Regulatory compliance Dispute resolution Contract review Client counseling,Lendlease Group,65,80,2,12
832101465179255,BA,Part-Time,28173,2022-08-08,Litigation Attorney,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Family law Divorce proceedings Child custody Mediation Legal counseling Court representation,Smith & Nephew,58,90,4,12
128007181611419,BCA,Part-Time,49846,2023-01-06,Network Engineer,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Network management Troubleshooting Network security IT certifications (e.g., CCNA)",Xcel Energy,62,114,3,14
1794620104264172,BA,Contract,25148,2023-03-10,Civil Engineer,"{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Water resources engineering Hydrology and hydraulics Environmental impact assessment Water resource modeling software Watershed management,Delta Air Lines,62,92,1,9
2973845973661964,MBA,Full-Time,74733,2023-04-19,Dental Hygienist,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Dental public health principles Community outreach and education Dental health program planning Epidemiology knowledge Public health regulations knowledge,VF,65,114,1,12
1099503463354209,M.Com,Contract,103719,2021-12-14,Finance Manager,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Financial planning Investment strategies Team leadership Wealth management Client advisory skills,Evolution Mining,63,85,3,12
2140756480244683,BCA,Part-Time,37453,2023-05-10,Investment Banker,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Financial analysis Data analysis Financial modeling,"Revlon, Inc.",58,125,0,14
1008989827270822,MCA,Full-Time,59170,2022-05-12,Product Manager,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem-solving skills,Philip Morris International,58,87,2,14
2342807794443263,B.Tech,Temporary,52437,2023-07-24,Procurement Manager,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen,Marsh & McLennan,61,118,0,13
594115648693568,PhD,Part-Time,85723,2022-03-16,Research Analyst,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Market research methodologies Data collection and analysis Consumer behavior analysis Competitor analysis Survey design and analysis Statistical analysis software (e.g., SPSS, SAS) Data visualization Trend analysis Report writing Communication skills Attention to detail",AmerisourceBergen,64,124,2,11
28796586670452,B.Com,Intern,110320,2023-06-17,Speech Therapist,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Speech pathology Articulation therapy Language disorders Speech assessment Therapy planning Communication skills,PVH,64,112,5,14
2881675130061605,B.Tech,Intern,20979,2023-07-19,UX/UI Designer,"{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,Sonoco Products,63,93,3,13
1361722640724967,BBA,Full-Time,129424,2022-09-29,Customer Service Manager,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Customer experience strategy Customer journey mapping Feedback analysis User research Metrics and KPIs Communication skills,Tencent Holdings,64,100,5,15
2368343225221019,B.Com,Contract,118617,2022-11-28,Purchasing Agent,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Supply chain logistics Inventory management Communication skills Problem-solving Vendor coordination,Carrier Global,65,110,3,13
1919231203836607,MBA,Intern,114489,2022-12-05,Architectural Designer,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Architectural drafting AutoCAD 2D and 3D modeling Blueprint reading Building codes Collaboration with architects Detail-oriented,Par Pacific Holdings,62,103,3,13
2825405207902643,MBA,Temporary,17920,2022-06-19,Event Coordinator,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Corporate event planning Corporate branding and messaging Speaker and entertainment booking Audiovisual production Team coordination Crisis management Budgeting and financial management Client communication Creativity Problem-solving Attention to detail,DCC plc,59,88,3,15
1876805041839359,MBA,Intern,22641,2023-02-12,UI Developer,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility",Morrison Supermarkets,64,100,3,14
2958732859303842,BBA,Contract,125651,2023-01-25,Marketing Manager,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Digital marketing strategies SEO and SEM Social media marketing Email marketing campaigns Content marketing Web analytics (e.g., Google Analytics) Marketing automation tools (e.g., HubSpot, Marketo)",Expedia Group,63,125,4,15
1489525073360250,BA,Intern,32904,2023-07-26,Customer Service Representative,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Live chat support Online customer communication Problem resolution,Delta Air Lines,63,127,3,15
1055232637116796,MBA,Temporary,122989,2022-07-26,UX/UI Designer,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,Brambles Limited,64,127,2,8
1581286064733197,MCA,Intern,105735,2021-09-28,Network Engineer,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Network management Troubleshooting Network security IT certifications (e.g., CCNA)",B&M,61,91,3,10
833841983034587,MCA,Contract,25871,2023-04-24,Legal Secretary,"{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Knowledge of court procedures Legal document management Attention to detail Computer literacy Organization skills,Adani Green Energy,59,118,1,15
1441705833314277,PhD,Full-Time,108485,2022-08-22,Research Scientist,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills,Mahindra & Mahindra,63,100,0,13
1287527149512260,BCA,Temporary,99689,2023-09-10,Customer Service Manager,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Customer experience strategy Customer journey mapping Feedback analysis User research Metrics and KPIs Communication skills,Kyndryl Holdings,59,127,1,10
2518188521391794,B.Tech,Part-Time,112501,2022-10-30,Digital Marketing Specialist,"{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising",MTU Aero Engines AG,59,123,5,10
2261446378506166,BCA,Contract,21077,2023-02-25,Event Planner,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Corporate event planning Corporate branding Corporate communication Audiovisual equipment Crisis management,Taylor Morrison Home,57,125,2,8
2965820716610681,BCA,Part-Time,121567,2022-07-04,Customer Service Manager,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Customer experience strategy Customer journey mapping Feedback analysis User research Metrics and KPIs Communication skills,Kraft Heinz,63,113,5,11
467403629490632,M.Com,Contract,15497,2022-03-15,UX/UI Designer,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","User-centered design principles UX/UI design tools (e.g., Sketch, Adobe XD) Wireframing and prototyping Usability testing and user research Information architecture and user flows","Fidelity Investments, Inc.",61,121,0,14
2537299547062713,MCA,Contract,77867,2023-03-12,IT Support Specialist,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Technical troubleshooting Customer service and communication Ticketing system usage Basic IT knowledge Problem-solving and critical-thinking skills,Raytheon Technologies,60,84,5,8
442693272666567,MCA,Full-Time,114741,2022-09-25,Project Coordinator,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Construction project management Building codes and regulations knowledge Budgeting and cost control Construction scheduling Contractor and subcontractor coordination,Domino's Pizza Group,59,82,1,9
735707606602400,BA,Contract,55331,2023-03-13,Operations Manager,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Supply chain logistics and management Inventory control and procurement Supplier relationship management Data analysis and forecasting Risk assessment and mitigation,Global Partners,55,117,4,9
1172911146791929,BBA,Part-Time,42608,2023-01-21,Sales Representative,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting,Freeport-McMoRan,61,102,1,14
1951743805852931,BCA,Intern,119529,2022-04-19,Event Planner,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Event planning Vendor coordination Budget management Marketing and promotion Logistics,Australia and New Zealand Banking Group (ANZ),60,103,3,10
1157248242304681,PhD,Contract,90671,2022-01-25,Legal Counsel,"{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Corporate law and regulations Contract drafting and negotiation Legal research and analysis Risk management Excellent communication and negotiation skills,Oil Search,57,117,3,8
371568338023520,B.Com,Part-Time,109236,2022-07-01,Graphic Designer,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Print design software (e.g., Adobe InDesign, Illustrator) Layout and composition Print production processes Color theory and management Attention to detail Print industry knowledge",Starbucks,56,124,0,9
2404458049184567,M.Com,Intern,93058,2022-01-11,Physician Assistant,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Medical knowledge and clinical skills Patient care and assessment Communication and empathy,ODP,60,107,4,12
605719754269498,BBA,Full-Time,40494,2023-07-24,Landscape Architect,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Urban design and planning Zoning regulations GIS and mapping tools,Valero Energy,60,98,4,8
549245481275710,M.Tech,Part-Time,29109,2021-12-03,Technical Writer,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Instructional design eLearning tools Curriculum development Multimedia design Learning theory knowledge,Equitable Holdings,58,113,0,15
343899470108081,BBA,Part-Time,104818,2021-11-06,Sales Associate,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Customer service Sales techniques Product knowledge Cash handling Communication skills,Allstate,65,122,5,15
1303137489878063,MBA,Full-Time,80724,2022-02-12,Operations Manager,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Quality control processes and methodologies Statistical process control (SPC) Root cause analysis and corrective action Quality management systems (e.g., ISO 9001) Compliance and regulatory knowledge",Ceconomy AG (Formerly Metro AG),59,91,1,9
2129181773243310,MBA,Full-Time,69397,2022-02-02,Research Analyst,"{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}","Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail",KKR,56,96,1,12
2388904139922322,MCA,Intern,119589,2023-05-20,Project Manager,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Project management Team leadership Risk management Budgeting Communication skills,Deutsche Wohnen SE,60,125,0,8
1304132564342433,B.Tech,Contract,126642,2022-04-02,Speech Therapist,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Speech pathology Articulation therapy Language disorders Speech assessment Therapy planning Communication skills,China National Chemical Corporation (ChemChina),55,81,0,10
826944618005640,BCA,Intern,28876,2021-10-10,Finance Manager,"{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Treasury management Cash flow analysis Risk management Financial forecasting Banking relations,Rockwell Automation,59,87,4,9
2430789831032346,PhD,Temporary,81002,2022-01-26,Digital Marketing Specialist,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy",Indian Oil Corporation,55,120,1,13
2379876716315125,BCA,Intern,73231,2022-12-16,Network Security Specialist,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Cybersecurity Security assessments Intrusion detection Security tools (e.g., SIEM) Incident response Vulnerability scanning",Ball,60,104,5,9
1516764676965683,M.Com,Intern,36606,2022-04-02,Speech Therapist,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Adult speech therapy Speech-language assessment Rehabilitation techniques Swallowing disorders Communication skills,Lennar,60,107,5,15
215608763044183,MCA,Contract,32565,2022-06-01,Business Analyst,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Healthcare industry knowledge Health data analysis HIPAA regulations EMR systems,Science Applications International,60,94,5,8
2521305956594258,M.Tech,Part-Time,82569,2023-02-09,Legal Counsel,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Corporate law and regulations Contract drafting and negotiation Legal research and analysis Risk management Excellent communication and negotiation skills,China COSCO Shipping Corporation,62,97,3,14
727237194614354,PhD,Full-Time,96730,2023-06-30,Quality Assurance Analyst,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Test automation frameworks and tools Scripting and programming languages (e.g., Python, Java) Continuous integration and continuous testing (CI/CT) Test script development and maintenance Test environment setup and management",Jabil,65,81,5,9
1202345798591626,B.Tech,Contract,64398,2022-06-08,Customer Support Specialist,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Customer relationship management Onboarding and training Customer feedback analysis Retention strategies Cross-selling and upselling Strong communication and empathy Customer advocacy,Aristocrat Leisure,60,115,1,11
2253806233775414,M.Com,Contract,97740,2021-12-27,Public Relations Specialist,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Brand management Public relations Brand storytelling Influencer marketing Media monitoring,Kinder Morgan,56,82,0,11
741020896361459,M.Com,Contract,99952,2022-07-05,Speech Therapist,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Pediatric speech therapy Speech-language assessment Individualized treatment plans Child development Communication skills,Deutsche Bahn AG,59,81,4,11
233974954986427,M.Tech,Full-Time,102590,2022-08-03,Electrical Designer,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Lighting design Architectural lighting Lighting software proficiency Creative lighting concepts Technical knowledge,O'Reilly Automotive,63,124,0,12
206259268350139,BBA,Intern,30672,2023-07-11,Network Engineer,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Network management Troubleshooting Network security IT certifications (e.g., CCNA)",Magellan Financial Group,60,110,3,9
308952622647405,BBA,Temporary,107587,2022-01-30,Customer Success Manager,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Customer service Problem-solving Communication skills Ticketing system usage Product knowledge,Mohawk Industries,65,84,0,8
1721934206142273,MBA,Intern,87051,2022-11-16,Pediatrician,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Pediatric surgery Surgical procedures for children Operating room protocols Patient care Surgical techniques Pediatric anesthesia,Mirvac Group,56,111,3,12
414404642428723,MBA,Temporary,91525,2021-11-30,Business Analyst,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Healthcare industry knowledge Health data analysis HIPAA regulations EMR systems,Pioneer Natural Resources,58,101,4,11
1593975142538392,PhD,Contract,55057,2022-05-03,Landscape Designer,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Sustainable landscape design Native plant selection Water conservation Soil health Green building practices LEED certification,Mohawk Industries,57,113,0,9
1375210950208790,M.Com,Full-Time,74711,2022-05-14,Market Research Analyst,"{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Market research methodologies Data collection and analysis Industry knowledge,St. James's Place plc,63,101,3,14
747538952770101,MCA,Intern,123936,2022-01-16,Software Tester,"{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}","Test automation tools (e.g., Selenium, Appium) Scripting languages (e.g., Python, Java) Test framework development Continuous integration tools Test data management",Aramark,64,98,4,15
656415532700486,MCA,Full-Time,106167,2022-07-09,SEO Analyst,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",SEO (Search Engine Optimization) Content strategy Keyword research Content optimization Content planning Analytics and reporting,Croda International,63,102,5,8
2392875018488338,B.Com,Intern,110125,2023-01-28,Financial Analyst,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Budget planning Financial forecasting Excel proficiency Data analysis,Fidelity National Financial,56,85,2,9
1352687399788144,M.Tech,Part-Time,21484,2022-03-27,Supply Chain Analyst,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving,Dell Technologies,58,96,5,13
1564632500294729,MBA,Part-Time,91540,2023-03-10,Systems Analyst,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",IT systems analysis Troubleshooting IT support and documentation,Peter Kiewit Sons,56,120,4,15
469662138008836,BCA,Intern,116020,2022-05-09,Event Coordinator,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Event planning and coordination Budget management Vendor negotiation Venue selection and management Timeline and logistics planning Marketing and promotion Risk management Client communication Creativity Problem-solving Attention to detail,Eli Lilly,58,101,4,14
2510927082015821,MBA,Part-Time,71330,2022-01-15,Electrical Designer,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Electrical engineering Circuit design Electronics AutoCAD proficiency Problem-solving,Pfizer,58,93,2,10
401221812758860,BCA,Intern,114072,2022-06-06,Administrative Assistant,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Data entry accuracy and speed Database software (e.g., Microsoft Access, Excel) Attention to detail Time management Organization Multitasking Keyboarding skills Data verification Problem-solving Communication skills Computer proficiency",Lululemon athletica,64,84,0,8
3089680373308483,PhD,Full-Time,97863,2022-09-18,Art Director,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Graphic design Typography User interface (UI) design Adobe Creative Suite proficiency Branding and visual identity creation,Goodman Group,62,110,3,8
2240499105823913,BBA,Intern,94858,2023-06-16,Social Media Manager,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Social media marketing strategy development Content planning and creation Social media advertising and targeting Data-driven decision-making Social media trends and platform updates,RWE AG,55,115,5,13
2848798672754811,MCA,Intern,77110,2023-03-13,UX Researcher,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Usability evaluation User interface assessment Usability testing tools and techniques,U.S. Bancorp,63,98,5,13
1024560377455675,MBA,Full-Time,98094,2021-12-31,Project Coordinator,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Office administration Communication skills Organizational skills Time management Microsoft Office proficiency,WPP plc,56,96,0,14
1138039203868573,BCA,Contract,41477,2021-10-30,Family Nurse Practitioner,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Pediatric healthcare Pediatric assessment Pediatric treatment Patient education Pediatric pharmacology,United Breweries (UB),57,102,5,11
956777399287259,MBA,Temporary,58224,2022-01-01,Chemical Analyst,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Research chemistry Experimental design Data interpretation Chemical synthesis Research protocols Scientific writing Problem-solving skills,GlaxoSmithKline,64,112,3,8
2074482404964735,BBA,Temporary,42936,2023-02-01,Network Analyst,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Network performance analysis Network monitoring tools (e.g., Wireshark) Troubleshooting Capacity planning Data analysis Network protocols",BMW Group,57,94,1,12
1269082920461370,B.Tech,Temporary,114268,2023-01-15,Wedding Planner,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Wedding planning Vendor coordination Event management,Nordstrom,56,121,0,9
1760568179788203,MBA,Temporary,122429,2023-01-17,Wedding Planner,"{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Wedding planning Vendor coordination Event management,Leidos Holdings,63,129,5,14
2855363329809053,MBA,Contract,50244,2022-01-08,Research Scientist,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills,Beacon Roofing Supply,64,95,0,10
2691679822545054,BCA,Intern,112334,2023-03-01,Aerospace Engineer,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Systems engineering System architecture Integration testing Troubleshooting Technical documentation Configuration management,Oil and Natural Gas Corporation (ONGC),59,120,0,14
343594785306956,M.Tech,Full-Time,116934,2022-10-15,SEO Analyst,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",SEO (Search Engine Optimization) Content strategy Keyword research Content optimization Content planning Analytics and reporting,Intuit,63,98,5,12
2462374985905547,PhD,Full-Time,23605,2023-07-12,SEM Specialist,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Search engine marketing PPC advertising SEO strategy Data analysis Digital marketing skills,Hormel Foods,65,109,3,10
